date,symbol,price_usd,volume_usd,market_cap_usd
2024-05-15,BTC,61569.1130057734,21581895152.31416,1212998352772.157
2024-05-16,BTC,66220.51831432826,38101793065.15294,1307048849176.4167
2024-05-17,BTC,65260.879803346186,29114585833.349678,1286278919684.0837
2024-05-18,BTC,67053.12326509564,25397793918.993534,1319238394090.13
2024-05-19,BTC,66912.61861403697,13025487675.845129,1319928522881.6436
2024-05-20,BTC,66252.71259591613,9072734600.009218,1304727108597.6987
2024-05-21,BTC,71430.29700215145,35923476641.4359,1406288649446.611
2024-05-22,BTC,70189.8358177002,41105056578.01701,1382275470797.567
2024-05-23,BTC,69181.20085677762,31059440495.91766,1362228629448.754
2024-05-24,BTC,67906.46534276106,39235702119.25446,1336347300306.381
2024-05-25,BTC,68539.91646552991,28127411967.182774,1350764328536.3708
2024-05-26,BTC,69268.44558973772,15929396750.116022,1363997851294.8164
2024-05-27,BTC,68508.83110875699,11243743771.147913,1349351520129.172
2024-05-28,BTC,69367.23871755725,18983806932.464344,1366931305389.0393
2024-05-29,BTC,68316.63588049631,31278122196.184998,1347542673428.3018
2024-05-30,BTC,67577.26558995963,24320692137.62038,1331734029835.3335
2024-05-31,BTC,68372.49288434093,25344376897.716885,1346147846430.124
2024-06-01,BTC,67474.95483698409,19685305476.459476,1331606411822.8157
2024-06-02,BTC,67704.32641811523,10724053324.55672,1333649555935.3525
2024-06-03,BTC,67740.01690222476,16137350587.750422,1335930570689.7126
2024-06-04,BTC,68808.29368590549,29862293749.910686,1355484820107.0864
2024-06-05,BTC,70600.01116676089,31561053725.144592,1390853496950.4385
2024-06-06,BTC,71184.59943059199,32560403314.989147,1400297735227.1965
2024-06-07,BTC,70759.58819301432,23612879689.560955,1394881646977.521
2024-06-08,BTC,69325.36238847222,18597495569.911568,1366366925856.506
2024-06-09,BTC,69315.1041233966,10688301508.476225,1366065699664.3162
2024-06-10,BTC,69654.16073760358,10461044041.080194,1372556186704.501
2024-06-11,BTC,69493.17760915738,19335866773.67523,1369378888543.5317
2024-06-12,BTC,67329.15232724321,38513044382.60802,1327665028180.2761
2024-06-13,BTC,68224.51967501991,36027809551.45211,1345244310606.6865
2024-06-14,BTC,66700.31696564378,29654777884.381138,1317161415434.6978
2024-06-15,BTC,66011.07873713733,27966992832.749634,1301949410096.3496
2024-06-16,BTC,66190.4874891135,13472726244.723091,1304370314917.9756
2024-06-17,BTC,66615.53782131766,12650130203.722813,1313849391756.9756
2024-06-18,BTC,66460.38897909952,29409728999.276093,1309329377372.7744
2024-06-19,BTC,65109.314812190474,41386972050.31837,1282295865979.065
2024-06-20,BTC,64907.07460760319,21680698980.889107,1278699763341.0723
2024-06-21,BTC,64844.67441797763,26001551474.84426,1279317116821.3782
2024-06-22,BTC,64071.624284709695,24694310198.90943,1263258746635.2896
2024-06-23,BTC,64239.90348813148,6340606686.24879,1266336092890.8738
2024-06-24,BTC,63221.35738437477,10748270931.518738,1248188877658.2324
2024-06-25,BTC,60363.23497529626,42036553106.89028,1188964670369.4045
2024-06-26,BTC,61770.413870095355,21105562261.648533,1217935012739.8113
2024-06-27,BTC,60749.89619402014,22908540918.971207,1198205485427.564
2024-06-28,BTC,61562.64532550036,18855138893.067604,1213931985719.8025
2024-06-29,BTC,60317.09697945116,24399416695.150173,1189569860170.9426
2024-06-30,BTC,60864.44316193428,11435110883.886795,1199792912680.844
2024-07-01,BTC,62734.39383945474,17373592048.120487,1236676710888.4822
2024-07-02,BTC,62819.82226921849,25573074910.689686,1238799172479.871
2024-07-03,BTC,62042.5650371006,18100530101.689426,1222901857941.0586
2024-07-04,BTC,60244.68076433092,30348692427.02443,1186937170314.9272
2024-07-05,BTC,57189.17412408636,43112005394.93119,1130121668991.0515
2024-07-06,BTC,56739.86285107204,60081357583.2773,1118490666778.4585
2024-07-07,BTC,58230.4841542266,21293913670.919975,1147176330416.144
2024-07-08,BTC,55880.3753776708,20211914621.326435,1100452083927.7026
2024-07-09,BTC,56665.140733520275,41614266908.30467,1117615464651.686
2024-07-10,BTC,57988.30351208401,28413854577.262756,1144794688186.9604
2024-07-11,BTC,57704.202284462874,25987656347.278587,1139350681822.5857
2024-07-12,BTC,57388.192479166675,29196653598.752666,1130276546536.143
2024-07-13,BTC,57899.28895749592,25504482306.198975,1141567375406.1943
2024-07-14,BTC,59152.71913887286,16765547593.243273,1168371787725.7102
2024-07-15,BTC,60942.32773996293,21295520563.65442,1204059167828.704
2024-07-16,BTC,64835.48973321571,37810068492.862465,1277806993830.5176
2024-07-17,BTC,65162.23625234354,40914441633.09575,1284899538175.1812
2024-07-18,BTC,64136.31384360687,33459451713.593426,1266016458007.3477
2024-07-19,BTC,63959.56900809379,25976148878.632153,1261456293182.2588
2024-07-20,BTC,66689.54880734957,36994610752.230415,1316147398343.7175
2024-07-21,BTC,67206.06470614894,17353396168.041622,1325658979467.9998
2024-07-22,BTC,68088.13996324532,27078771827.95196,1343346742483.077
2024-07-23,BTC,67607.71339918874,43157593651.80313,1333201881091.7786
2024-07-24,BTC,65942.41746522837,36100536095.18872,1300963591115.5374
2024-07-25,BTC,65403.53513022529,28680123269.715443,1290447066028.3152
2024-07-26,BTC,65749.96361965332,35836896135.542854,1297125144853.139
2024-07-27,BTC,67920.2964857025,30821370069.206276,1339927966898.6016
2024-07-28,BTC,68055.40838968738,30976752616.761925,1342889431798.832
2024-07-29,BTC,68242.2474440493,17175244020.36542,1346263382369.5552
2024-07-30,BTC,66770.32091848266,42529043667.45024,1317581413497.2551
2024-07-31,BTC,66219.05102486102,28892376510.689587,1306758338817.987
2024-08-01,BTC,64679.778647032515,31403681581.194077,1275401473742.0508
2024-08-02,BTC,65357.52960767435,38911302447.60912,1289157073527.528
2024-08-03,BTC,61407.29547397454,39004321616.3716,1211854070245.47
2024-08-04,BTC,60738.7449250574,32885545023.712658,1197962170718.7737
2024-08-05,BTC,58006.206586686734,33664501541.451115,1147854905921.6433
2024-08-06,BTC,53956.26184159744,120245972389.37173,1064889039013.8289
2024-08-07,BTC,55959.84107399357,52620100833.47091,1104019419316.6865
2024-08-08,BTC,55099.95181146735,41605918903.41173,1088566703585.4303
2024-08-09,BTC,61859.03159904161,49201548320.290726,1218342891278.6091
2024-08-10,BTC,60912.588533350805,33804208928.47938,1198300504959.2505
2024-08-11,BTC,60887.70861641504,13418919090.197285,1201818989571.278
2024-08-12,BTC,58804.23449992608,21715994493.456894,1159146815397.6223
2024-08-13,BTC,59350.07433270696,39403296385.84335,1171441797233.8909
2024-08-14,BTC,60601.22317789727,31955576195.246292,1195798013190.8457
2024-08-15,BTC,58739.19382231015,28079911397.67297,1159479277227.7532
2024-08-16,BTC,57624.11692852191,33490251842.381626,1137141836825.8655
2024-08-17,BTC,58881.92579151217,30368238897.207172,1162716063850.1133
2024-08-18,BTC,59430.79163445865,12467437134.05582,1173270497431.1711
2024-08-19,BTC,58438.293742685404,17656027563.72502,1156217205294.1643
2024-08-20,BTC,59574.945812940874,24031330179.258953,1176063402361.815
2024-08-21,BTC,59060.12610074137,31470716090.619144,1166088863323.0896
2024-08-22,BTC,61144.68762866613,32960965010.60808,1207099049402.5117
2024-08-23,BTC,60387.54062321362,28170302505.847404,1192308382713.8381
2024-08-24,BTC,64049.68561555576,45038665759.42134,1261916434075.0183
2024-08-25,BTC,64157.1606134782,22029153446.354362,1264961887998.9824
2024-08-26,BTC,64265.81631272862,17875230147.044323,1269291077270.1143
2024-08-27,BTC,62922.58634676265,17894692681.091812,1242487823611.2612
2024-08-28,BTC,59526.560879590994,38131727427.91789,1176762244308.0742
2024-08-29,BTC,59015.29633887944,42018989572.42786,1166032395735.947
2024-08-30,BTC,59351.5794909728,32563333956.986053,1171762256043.917
2024-08-31,BTC,59156.246036463555,44038496614.947586,1168247205700.9673
2024-09-01,BTC,58960.23658664587,11399086336.303324,1164278309271.2642
2024-09-02,BTC,57357.71617282246,25465621877.97047,1133133027660.6194
2024-09-03,BTC,59108.73235863689,28012782290.96625,1168410293915.9832
2024-09-04,BTC,57504.538586220435,26829983370.35861,1137361604370.578
2024-09-05,BTC,57987.84601410068,37550380696.7459,1144983177152.221
2024-09-06,BTC,56132.404732088595,30005773445.693718,1109212553022.4158
2024-09-07,BTC,53923.35611071905,50260816556.81667,1065462041080.5197
2024-09-08,BTC,54150.9383589072,17048448412.007126,1068954727890.2039
2024-09-09,BTC,54792.40755768575,18644823662.23431,1085390277573.522
2024-09-10,BTC,57049.118751143265,35655419448.07046,1126840069631.8132
2024-09-11,BTC,57624.16178336144,29676093302.30697,1137928777838.5286
2024-09-12,BTC,57381.764445000474,37765652735.2964,1134292554478.847
2024-09-13,BTC,58106.951229815284,34177859933.02337,1148469900814.253
2024-09-14,BTC,60620.62747295754,31919740723.76027,1197832322916.0117
2024-09-15,BTC,60003.29940083042,15800120841.166773,1185255944124.8464
2024-09-16,BTC,59214.80226801806,17289597542.866756,1169677517083.0613
2024-09-17,BTC,58211.123231286256,32196570894.402115,1150499194409.9338
2024-09-18,BTC,60317.0319794625,34191170117.78261,1191818552363.6113
2024-09-19,BTC,61440.41208494509,40445339415.1129,1211837853548.9263
2024-09-20,BTC,62966.52931910512,41959080716.28771,1243871590271.4927
2024-09-21,BTC,63128.224540748255,35587830476.533394,1246475981189.1353
2024-09-22,BTC,63403.402349259355,12938083115.659332,1254104417392.48
2024-09-23,BTC,63582.59956924825,20349365412.816723,1255899286380.1958
2024-09-24,BTC,63327.02654450202,23998847798.757656,1251095079247.0432
2024-09-25,BTC,64334.14274876097,31490984593.70592,1271183646356.5713
2024-09-26,BTC,63151.89959401337,26087643765.748165,1245721254991.302
2024-09-27,BTC,65130.76884023231,37995568903.94455,1287151352432.846
2024-09-28,BTC,65791.00212541742,32664917503.931107,1299708226182.0723
2024-09-29,BTC,65934.10709441357,15342911002.84781,1303217687717.8518
2024-09-30,BTC,65663.68986662335,12948707838.938381,1297825615076.3352
2024-10-01,BTC,63243.27532464382,35124446789.27111,1249577803402.1707
2024-10-02,BTC,60872.668543725544,54251488433.95029,1202927109017.5488
2024-10-03,BTC,60655.55979196848,41870731291.86736,1198652098493.4897
2024-10-04,BTC,60727.86395169296,37711138441.76231,1200491237695.5154
2024-10-05,BTC,62103.01047283253,30349059838.684578,1226663492771.043
2024-10-06,BTC,62091.932585194016,11095453162.990673,1226761949791.163
2024-10-07,BTC,62811.79972811266,14592422860.685436,1241834324867.657
2024-10-08,BTC,62287.39010510681,33878876147.30253,1231091696620.0955
2024-10-09,BTC,62185.230423727575,28626429276.55382,1229717180592.4397
2024-10-10,BTC,60597.15045618275,28530748117.898792,1197736450280.4102
2024-10-11,BTC,60195.18073772453,29481971885.649742,1189691671375.1472
2024-10-12,BTC,62392.34048293159,32008659336.482643,1233357176570.333
2024-10-13,BTC,63207.77062127557,17665963646.417107,1249002272717.2275
2024-10-14,BTC,62829.533686088886,16784552979.060463,1241241970951.0295
2024-10-15,BTC,66049.99492708022,46553796134.14602,1306085613997.8015
2024-10-16,BTC,66962.21994496793,51797932876.82809,1323774576161.621
2024-10-17,BTC,67647.54414766871,40640495380.19594,1337304399194.887
2024-10-18,BTC,67328.10527002988,34512072357.92087,1330387728623.8188
2024-10-19,BTC,68465.61920668735,39984956633.228035,1353541799303.4875
2024-10-20,BTC,68388.87128965274,14110889435.452631,1351942347611.1997
2024-10-21,BTC,68962.82918045693,17253863432.786995,1362381684459.9053
2024-10-22,BTC,67394.85775735618,40485496091.95008,1332326858574.4448
2024-10-23,BTC,67351.04793512498,31398389967.38113,1331426858508.4004
2024-10-24,BTC,66683.96806542306,32676918488.059,1318285437546.2786
2024-10-25,BTC,68214.05205157402,35892606570.03549,1347888109010.5889
2024-10-26,BTC,66585.66535501445,48426924850.053406,1313975091942.221
2024-10-27,BTC,67018.1650170265,21169467789.89267,1325192118637.2595
2024-10-28,BTC,67938.55412885673,16533385730.434193,1343350549900.1233
2024-10-29,BTC,69845.304531169,41990540384.96554,1380874923096.4146
2024-10-30,BTC,72781.11308158132,65487782004.97014,1439310420089.3665
2024-10-31,BTC,72342.62171127986,43498144313.67304,1431085552900.1965
2024-11-01,BTC,70264.99735573279,45907074188.570145,1390195908292.9321
2024-11-02,BTC,69507.92256395647,54863092261.31101,1374687306836.925
2024-11-03,BTC,69299.16036699413,14709379754.965973,1370516856365.7996
2024-11-04,BTC,68803.50626277467,37659435506.757034,1362302032218.0198
2024-11-05,BTC,67793.29782704762,46183110993.79166,1340192510479.9568
2024-11-06,BTC,69335.42553133758,40025021601.49395,1370963795352.6948
2024-11-07,BTC,75620.88606963192,128492534668.23851,1496392703840.9058
2024-11-08,BTC,75987.24178320667,66590396087.4524,1502620808927.6982
2024-11-09,BTC,76550.0213845611,50687468387.720375,1514048743889.1255
2024-11-10,BTC,76630.22631415377,31430906055.796104,1519470275068.1016
2024-11-11,BTC,80466.71654833542,93473126207.67865,1590846468754.067
2024-11-12,BTC,88637.42000322911,133959805308.72511,1756619702929.0437
2024-11-13,BTC,88264.59974582895,152356811694.44943,1741113172482.1243
2024-11-14,BTC,90488.10007497849,136046309843.60645,1790737763695.3328
2024-11-15,BTC,87407.51273710128,99649391847.08359,1726797438787.217
2024-11-16,BTC,90947.97509443703,84382485697.84985,1799276211921.9302
2024-11-17,BTC,90606.45489380708,49255174407.368774,1790415769635.4927
2024-11-18,BTC,89841.47194135105,48556083101.64749,1776887033229.9082
2024-11-19,BTC,90534.62459650292,77391724184.19348,1790917617392.4407
2024-11-20,BTC,92251.65240738312,80493234958.49161,1825195454018.501
2024-11-21,BTC,94217.02229634205,80747272080.24826,1862618759426.145
2024-11-22,BTC,98509.11859102432,118163852022.3175,1948284556982.0486
2024-11-23,BTC,98927.49494553401,85746174563.98602,1958091000957.8345
2024-11-24,BTC,97679.46381643033,47414200206.70341,1931255637661.502
2024-11-25,BTC,98015.9355289458,50665680246.86775,1939446484727.4285
2024-11-26,BTC,93004.70093103287,89476321216.0935,1838788677873.8657
2024-11-27,BTC,91931.83077291827,97389239315.52954,1819990514406.0881
2024-11-28,BTC,95981.18057210564,81469353259.75,1899088665519.225
2024-11-29,BTC,95661.59595817851,49067932024.40325,1892297852304.72
2024-11-30,BTC,97453.2473451042,74670031635.5065,1926826079390.2441
2024-12-01,BTC,96513.14234698225,43580019720.720634,1910022814269.8855
2024-12-02,BTC,97311.70719084324,49147687432.565895,1925808416477.5068
2024-12-03,BTC,95833.1362300365,101019861361.49252,1896576914275.523
2024-12-04,BTC,96031.63097759831,87935752287.975,1900922167493.3643
2024-12-05,BTC,98881.4694561823,98230784298.0459,1957276192604.2603
2024-12-06,BTC,97201.50036407741,190460293531.53802,1920742551503.6094
2024-12-07,BTC,99973.85150659826,115812632020.44765,1978389972043.7947
2024-12-08,BTC,99781.82999198174,61061136199.7846,1974739091620.7542
2024-12-09,BTC,101235.3717025316,62677764785.05408,2003238967638.8286
2024-12-10,BTC,97353.94700820887,146846843211.51685,1926047690157.6282
2024-12-11,BTC,96649.71446771531,125835977742.51114,1913115778728.2837
2024-12-12,BTC,101123.61811033697,118484957960.76833,2001746436338.842
2024-12-13,BTC,100000.80836535197,100092043319.81221,1979166149963.3093
2024-12-14,BTC,101352.22971292294,78802903278.85962,2005406021235.8357
2024-12-15,BTC,101367.01064553364,57321924844.41535,2007646386698.8667
2024-12-16,BTC,104721.50151808978,70645074624.52869,2075487816560.1924
2024-12-17,BTC,106074.10723541168,115184737759.33566,2097460193710.789
2024-12-18,BTC,106034.913402645,93417826250.1972,2100629850064.9119
2024-12-19,BTC,100355.5761481501,113692025885.44745,1985284833093.572
2024-12-20,BTC,97851.35377075805,100611554887.24123,1937022229972.2085
2024-12-21,BTC,97691.43431692653,112340864006.62827,1932373308116.0107
2024-12-22,BTC,97202.82496847633,53058382639.48845,1922768195068.165
2024-12-23,BTC,95094.27394862173,44619017105.36954,1884599149192.4587
2024-12-24,BTC,94644.91085464321,64937790292.61125,1874912975786.6604
2024-12-25,BTC,98695.71400782601,49169088282.15742,1951173788529.116
2024-12-26,BTC,99344.95417367229,33963749856.44743,1966481159354.1177
2024-12-27,BTC,95678.31244565405,45049342388.18843,1894744251986.1084
2024-12-28,BTC,94331.94727053077,41498540807.666954,1867708753554.924
2024-12-29,BTC,95184.61945288602,22429850903.940086,1885556552231.4314
2024-12-30,BTC,93663.44751964067,24065314499.502274,1854872605738.8086
2024-12-31,BTC,92627.28213113277,57595164139.4709,1833188187477.531
2025-01-01,BTC,93507.85874741491,45327464907.74362,1851839954625.13
2025-01-02,BTC,94384.1761153871,23275007789.496334,1869193319140.2422
2025-01-03,BTC,96852.14681235075,45157338602.617516,1917905016063.62
2025-01-04,BTC,98084.34279280754,35721645948.10051,1942834829349.9563
2025-01-05,BTC,98256.73876849933,20979035420.980793,1946611205641.351
2025-01-06,BTC,98364.58946599838,20060293834.7155,1948339898718.8586
2025-01-07,BTC,102229.39453189743,46111387334.46171,2024825178619.8228
2025-01-08,BTC,96952.09886774956,60610257147.15405,1919133187081.3127
2025-01-09,BTC,95016.71440989176,65790469838.34392,1885313354913.7239
2025-01-10,BTC,92376.27578346101,65850881574.76184,1832933628117.9436
2025-01-11,BTC,94736.6267420969,63433655716.757095,1876836759923.398
2025-01-12,BTC,94559.55167224213,17836423168.41627,1874286243377.8525
2025-01-13,BTC,94454.77089638807,19608932595.53299,1870314882306.9236
2025-01-14,BTC,94456.3493746993,76328330233.31137,1870609367804.8223
2025-01-15,BTC,96574.07768799194,51241728228.81719,1912603332624.1123
2025-01-16,BTC,100313.15239828422,57637319739.543396,1986831430651.8647
2025-01-17,BTC,100044.57926776377,50150102497.2729,1980935754458.284
2025-01-18,BTC,104160.69358484233,69135117732.00064,2063854663834.0774
2025-01-19,BTC,104334.61575724394,49416447749.13053,2067151195362.0425
2025-01-20,BTC,101275.33714814208,72970313683.92325,2014842808849.5005
2025-01-21,BTC,101764.90860170545,120158523166.88387,2017837068202.1384
2025-01-22,BTC,106182.2368201815,95344290057.8965,2098829000928.49
2025-01-23,BTC,103673.53509537787,55030669602.56557,2054288661793.9773
2025-01-24,BTC,104067.60991206947,102455227371.20761,2062360759045.0
2025-01-25,BTC,104835.19253555956,51418786362.7815,2076156720642.786
2025-01-26,BTC,104796.04077738234,22740744964.719296,2077647817531.3406
2025-01-27,BTC,102552.24874280207,20639818380.26942,2036324005947.406
2025-01-28,BTC,101958.46953745594,93191643783.24739,2019295541213.5288
2025-01-29,BTC,101313.11264498268,45780526813.56264,2007072201507.5273
2025-01-30,BTC,103718.97939813645,47425401641.53094,2056581551171.7
2025-01-31,BTC,104781.5135100103,42122570869.034325,2076760153260.6191
2025-02-01,BTC,102382.39409722165,37187819228.35328,2028504133577.489
2025-02-02,BTC,100674.78762544956,22827776122.48367,1996423711261.7268
2025-02-03,BTC,97568.31653024875,59784234332.21204,1933691439792.2544
2025-02-04,BTC,101466.8606657039,122163969235.23686,2011121374511.8835
2025-02-05,BTC,98118.43921664466,73196693057.98114,1943535291172.1597
2025-02-06,BTC,96582.88682919052,48848958931.79228,1912584628590.309
2025-02-07,BTC,96635.41875332211,44462180396.172516,1915093756057.5637
2025-02-08,BTC,96558.4563096667,57077722340.22422,1911296376425.356
2025-02-09,BTC,96558.23762501091,20760850644.84597,1914211835440.1182
2025-02-10,BTC,96548.57865379585,25457107581.051964,1913068773356.083
2025-02-11,BTC,97399.98161383197,37054987393.57789,1930742951090.367
2025-02-12,BTC,95739.97737079239,36454577154.5622,1898788887978.3252
2025-02-13,BTC,97836.18856127483,47115618235.19051,1936842454813.9983
2025-02-14,BTC,96561.6639990985,29084371910.690556,1914315097486.3862
2025-02-15,BTC,97488.48148536457,32289906944.92862,1931656846871.4856
2025-02-16,BTC,97569.95169430465,14215311318.346336,1934308378710.2861
2025-02-17,BTC,96149.3484548204,13634794998.739267,1905012222220.3691
2025-02-18,BTC,95776.15723852723,25324374113.08163,1898997753781.9536
2025-02-19,BTC,95495.89153299287,38311133144.729355,1892702154844.508
2025-02-20,BTC,96554.87156259285,27703222487.389572,1914337919659.5537
2025-02-21,BTC,98384.31738240314,24175261969.81266,1950376106325.3228
2025-02-22,BTC,96135.15541305285,42477472950.92155,1906058197506.3809
2025-02-23,BTC,96564.15414290235,18464415570.762142,1915260330870.798
2025-02-24,BTC,96327.46309127835,16643044374.983364,1909625674815.4763
2025-02-25,BTC,91396.76686930266,45539703844.38777,1814176779160.4363
2025-02-26,BTC,88755.7693356979,96742453402.56294,1759750360550.3337
2025-02-26,BTC,86955.55494182365,53744805709.511696,1725099704118.3684
